pred,pred_subcategory,j_day,value,true_j_day
snow_cover,NA,2889,0,3044
max_temp,NA,2890,4,3045
snow_cover,NA,2890,1,3045
max_temp,NA,2891,5,3046
snow_cover,NA,2891,8,3046
max_temp,NA,2892,5,3047
snow_cover,NA,2892,0,3047
max_temp,NA,2893,10,3048
snow_cover,NA,2893,0,3048
max_temp,NA,2894,12,3049
snow_cover,NA,2894,0,3049
max_temp,NA,2895,15,3050
snow_cover,NA,2895,0,3050
max_temp,NA,2896,22,3051
snow_cover,NA,2896,0,3051
max_temp,NA,2897,18,3052
snow_cover,NA,2897,0,3052
max_temp,NA,2898,18,3053
snow_cover,NA,2898,0,3053
max_temp,NA,2899,22,3054
snow_cover,NA,2899,0,3054
max_temp,NA,2900,24,3055
snow_cover,NA,2900,0,3055
max_temp,NA,2901,17,3056
snow_cover,NA,2901,0,3056
max_temp,NA,2902,23,3057
snow_cover,NA,2902,0,3057
max_temp,NA,2903,21,3058
snow_cover,NA,2903,0,3058
max_temp,NA,2904,14,3059
snow_cover,NA,2904,0,3059
max_temp,NA,2905,20,3060
snow_cover,NA,2905,0,3060
max_temp,NA,2906,23,3061
snow_cover,NA,2906,0,3061
max_temp,NA,2907,25,3062
snow_cover,NA,2907,0,3062
max_temp,NA,2908,16.5,3063
snow_cover,NA,2908,0,3063
max_temp,NA,2909,25,3064
snow_cover,NA,2909,0,3064
max_temp,NA,2910,14,3065
snow_cover,NA,2910,0,3065
max_temp,NA,2911,13,3066
snow_cover,NA,2911,0,3066
max_temp,NA,2912,11,3067
snow_cover,NA,2912,0,3067
max_temp,NA,2913,14,3068
snow_cover,NA,2913,0,3068
max_temp,NA,2914,15,3069
snow_cover,NA,2914,0,3069
max_temp,NA,2915,21,3070
snow_cover,NA,2915,0,3070
max_temp,NA,2916,22.5,3071
snow_cover,NA,2916,0,3071
max_temp,NA,2917,20,3072
snow_cover,NA,2917,0,3072
max_temp,NA,2918,24,3073
snow_cover,NA,2918,0,3073
max_temp,NA,2919,23,3074
snow_cover,NA,2919,0,3074
max_temp,NA,2920,25,3075
snow_cover,NA,2920,0,3075
max_temp,NA,2921,9.5,3076
snow_cover,NA,2921,0,3076
max_temp,NA,2922,8,3077
snow_cover,NA,2922,0,3077
max_temp,NA,2923,15.5,3078
snow_cover,NA,2923,0,3078
max_temp,NA,2924,18,3079
snow_cover,NA,2924,0,3079
max_temp,NA,2925,19,3080
snow_cover,NA,2925,0,3080
max_temp,NA,2926,19.5,3081
snow_cover,NA,2926,0,3081
max_temp,NA,2927,26,3082
snow_cover,NA,2927,0,3082
max_temp,NA,2928,28.5,3083
snow_cover,NA,2928,0,3083
max_temp,NA,2929,30,3084
snow_cover,NA,2929,0,3084
max_temp,NA,2930,25.5,3085
snow_cover,NA,2930,0,3085
max_temp,NA,2931,24,3086
snow_cover,NA,2931,0,3086
max_temp,NA,2932,23,3087
snow_cover,NA,2932,0,3087
max_temp,NA,2933,23,3088
snow_cover,NA,2933,0,3088
max_temp,NA,2934,26.5,3089
snow_cover,NA,2934,0,3089
max_temp,NA,2935,27,3090
snow_cover,NA,2935,0,3090
max_temp,NA,2936,29.5,3091
snow_cover,NA,2936,0,3091
max_temp,NA,2937,31.5,3092
snow_cover,NA,2937,0,3092
max_temp,NA,2938,24.5,3093
snow_cover,NA,2938,0,3093
max_temp,NA,2939,20.5,3094
snow_cover,NA,2939,0,3094
max_temp,NA,2940,19,3095
snow_cover,NA,2940,0,3095
max_temp,NA,2941,22,3096
snow_cover,NA,2941,0,3096
max_temp,NA,2942,24,3097
snow_cover,NA,2942,0,3097
max_temp,NA,2943,18.5,3098
snow_cover,NA,2943,0,3098
max_temp,NA,2944,23,3099
snow_cover,NA,2944,0,3099
max_temp,NA,2945,23,3100
snow_cover,NA,2945,0,3100
max_temp,NA,2946,20,3101
snow_cover,NA,2946,0,3101
max_temp,NA,2947,25,3102
snow_cover,NA,2947,0,3102
max_temp,NA,2948,16,3103
snow_cover,NA,2948,0,3103
max_temp,NA,2949,16.5,3104
snow_cover,NA,2949,0,3104
max_temp,NA,2950,15,3105
snow_cover,NA,2950,0,3105
max_temp,NA,2951,19.5,3106
snow_cover,NA,2951,0,3106
max_temp,NA,2952,20.5,3107
snow_cover,NA,2952,0,3107
max_temp,NA,2953,22.5,3108
snow_cover,NA,2953,0,3108
max_temp,NA,2954,19,3109
snow_cover,NA,2954,0,3109
max_temp,NA,2955,23,3110
snow_cover,NA,2955,0,3110
max_temp,NA,2956,25.5,3111
snow_cover,NA,2956,0,3111
max_temp,NA,2957,26,3112
snow_cover,NA,2957,0,3112
max_temp,NA,2958,24,3113
snow_cover,NA,2958,0,3113
max_temp,NA,2959,26,3114
snow_cover,NA,2959,0,3114
max_temp,NA,2960,19.5,3115
snow_cover,NA,2960,0,3115
max_temp,NA,2961,17,3116
snow_cover,NA,2961,0,3116
max_temp,NA,2962,20,3117
snow_cover,NA,2962,0,3117
max_temp,NA,2963,22,3118
snow_cover,NA,2963,0,3118
max_temp,NA,2964,21.5,3119
snow_cover,NA,2964,0,3119
max_temp,NA,2965,19,3120
snow_cover,NA,2965,0,3120
max_temp,NA,2966,15.5,3121
snow_cover,NA,2966,0,3121
max_temp,NA,2967,21,3122
snow_cover,NA,2967,0,3122
max_temp,NA,2968,15,3123
snow_cover,NA,2968,0,3123
max_temp,NA,2969,21.5,3124
snow_cover,NA,2969,0,3124
max_temp,NA,2970,22.5,3125
snow_cover,NA,2970,0,3125
max_temp,NA,2971,24,3126
snow_cover,NA,2971,0,3126
max_temp,NA,2972,24.5,3127
snow_cover,NA,2972,0,3127
max_temp,NA,2973,25.5,3128
snow_cover,NA,2973,0,3128
max_temp,NA,2974,23.5,3129
snow_cover,NA,2974,0,3129
max_temp,NA,2975,28.5,3130
snow_cover,NA,2975,0,3130
max_temp,NA,2976,28,3131
snow_cover,NA,2976,0,3131
max_temp,NA,2977,25.5,3132
snow_cover,NA,2977,0,3132
max_temp,NA,2978,23.5,3133
snow_cover,NA,2978,0,3133
max_temp,NA,2979,16,3134
snow_cover,NA,2979,0,3134
max_temp,NA,2980,12,3135
snow_cover,NA,2980,0,3135
max_temp,NA,2981,22,3136
snow_cover,NA,2981,0,3136
max_temp,NA,2982,23,3137
snow_cover,NA,2982,0,3137
max_temp,NA,2983,22,3138
snow_cover,NA,2983,0,3138
max_temp,NA,2984,22,3139
snow_cover,NA,2984,0,3139
max_temp,NA,2985,23,3140
snow_cover,NA,2985,0,3140
max_temp,NA,2986,23.5,3141
snow_cover,NA,2986,0,3141
max_temp,NA,2987,26.5,3142
snow_cover,NA,2987,0,3142
max_temp,NA,2988,18,3143
snow_cover,NA,2988,0,3143
max_temp,NA,2989,19,3144
snow_cover,NA,2989,0,3144
max_temp,NA,2990,20,3145
snow_cover,NA,2990,0,3145
max_temp,NA,2991,11.5,3146
snow_cover,NA,2991,0,3146
max_temp,NA,2992,14,3147
snow_cover,NA,2992,0,3147
max_temp,NA,2993,20.5,3148
snow_cover,NA,2993,0,3148
max_temp,NA,2994,23.5,3149
snow_cover,NA,2994,0,3149
max_temp,NA,2995,22,3150
snow_cover,NA,2995,0,3150
max_temp,NA,2996,21,3151
snow_cover,NA,2996,0,3151
max_temp,NA,2997,24,3152
snow_cover,NA,2997,0,3152
max_temp,NA,2998,22.5,3153
snow_cover,NA,2998,0,3153
max_temp,NA,2999,18.5,3154
snow_cover,NA,2999,0,3154
max_temp,NA,3000,19.5,3155
snow_cover,NA,3000,0,3155
max_temp,NA,3001,17.5,3156
snow_cover,NA,3001,0,3156
max_temp,NA,3002,10.5,3157
snow_cover,NA,3002,0,3157
max_temp,NA,3003,11.5,3158
snow_cover,NA,3003,0,3158
max_temp,NA,3004,14.5,3159
snow_cover,NA,3004,0,3159
max_temp,NA,3005,15,3160
snow_cover,NA,3005,0,3160
max_temp,NA,3006,11,3161
snow_cover,NA,3006,0,3161
max_temp,NA,3007,10,3162
snow_cover,NA,3007,0,3162
max_temp,NA,3008,17.5,3163
snow_cover,NA,3008,0,3163
max_temp,NA,3009,17,3164
snow_cover,NA,3009,0,3164
max_temp,NA,3010,24.5,3165
snow_cover,NA,3010,0,3165
max_temp,NA,3011,23,3166
snow_cover,NA,3011,0,3166
max_temp,NA,3012,9.5,3167
snow_cover,NA,3012,0,3167
max_temp,NA,3013,12,3168
snow_cover,NA,3013,0,3168
max_temp,NA,3014,21,3169
snow_cover,NA,3014,0,3169
max_temp,NA,3015,23.5,3170
snow_cover,NA,3015,0,3170
max_temp,NA,3016,21,3171
snow_cover,NA,3016,0,3171
max_temp,NA,3017,22.5,3172
snow_cover,NA,3017,0,3172
max_temp,NA,3018,14,3173
snow_cover,NA,3018,0,3173
max_temp,NA,3019,13,3174
snow_cover,NA,3019,0,3174
max_temp,NA,3020,7,3175
snow_cover,NA,3020,0,3175
max_temp,NA,3021,10.5,3176
snow_cover,NA,3021,0,3176
max_temp,NA,3022,14,3177
snow_cover,NA,3022,0,3177
max_temp,NA,3023,16.5,3178
snow_cover,NA,3023,0,3178
max_temp,NA,3024,18.5,3179
snow_cover,NA,3024,0,3179
max_temp,NA,3025,23,3180
snow_cover,NA,3025,0,3180
max_temp,NA,3026,20,3181
snow_cover,NA,3026,0,3181
max_temp,NA,3027,21.5,3182
snow_cover,NA,3027,0,3182
max_temp,NA,3028,23,3183
snow_cover,NA,3028,0,3183
max_temp,NA,3029,21.5,3184
snow_cover,NA,3029,0,3184
max_temp,NA,3030,20,3185
snow_cover,NA,3030,0,3185
max_temp,NA,3031,22,3186
snow_cover,NA,3031,0,3186
max_temp,NA,3032,24,3187
snow_cover,NA,3032,0,3187
max_temp,NA,3033,16,3188
snow_cover,NA,3033,0,3188
max_temp,NA,3034,7,3189
snow_cover,NA,3034,0,3189
max_temp,NA,3035,10.5,3190
snow_cover,NA,3035,0,3190
max_temp,NA,3036,5.5,3191
snow_cover,NA,3036,0,3191
max_temp,NA,3037,8.5,3192
snow_cover,NA,3037,0,3192
max_temp,NA,3038,14.5,3193
snow_cover,NA,3038,0,3193
max_temp,NA,3039,17,3194
snow_cover,NA,3039,0,3194
max_temp,NA,3040,12.5,3195
snow_cover,NA,3040,0,3195
max_temp,NA,3041,5,3196
snow_cover,NA,3041,0,3196
max_temp,NA,3042,11,3197
snow_cover,NA,3042,0,3197
max_temp,NA,3043,12,3198
snow_cover,NA,3043,0,3198
max_temp,NA,3044,11.5,3199
snow_cover,NA,3044,0,3199
max_temp,NA,3045,14,3200
snow_cover,NA,3045,0,3200
max_temp,NA,3046,11,3201
snow_cover,NA,3046,0,3201
max_temp,NA,3047,13.5,3202
snow_cover,NA,3047,0,3202
max_temp,NA,3048,21,3203
snow_cover,NA,3048,0,3203
max_temp,NA,3049,17,3204
snow_cover,NA,3049,0,3204
max_temp,NA,3050,18.5,3205
snow_cover,NA,3050,0,3205
max_temp,NA,3051,23.5,3206
snow_cover,NA,3051,0,3206
max_temp,NA,3052,17,3207
snow_cover,NA,3052,0,3207
max_temp,NA,3053,13,3208
snow_cover,NA,3053,0,3208
max_temp,NA,3054,10,3209
snow_cover,NA,3054,0,3209
max_temp,NA,3055,0.5,3210
snow_cover,NA,3055,0,3210
max_temp,NA,3056,-3,3211
snow_cover,NA,3056,0,3211
max_temp,NA,3057,2.5,3212
snow_cover,NA,3057,0,3212
max_temp,NA,3058,8.5,3213
snow_cover,NA,3058,0,3213
max_temp,NA,3059,12,3214
snow_cover,NA,3059,0,3214
max_temp,NA,3060,14.5,3215
snow_cover,NA,3060,0,3215
max_temp,NA,3061,16,3216
snow_cover,NA,3061,0,3216
max_temp,NA,3062,16.5,3217
snow_cover,NA,3062,0,3217
max_temp,NA,3063,17,3218
snow_cover,NA,3063,0,3218
max_temp,NA,3064,15,3219
snow_cover,NA,3064,0,3219
max_temp,NA,3065,10,3220
snow_cover,NA,3065,0,3220
max_temp,NA,3066,12.5,3221
snow_cover,NA,3066,0,3221
max_temp,NA,3067,3,3222
snow_cover,NA,3067,0,3222
max_temp,NA,3068,7,3223
snow_cover,NA,3068,0,3223
max_temp,NA,3069,8,3224
snow_cover,NA,3069,0,3224
max_temp,NA,3070,2,3225
snow_cover,NA,3070,0,3225
max_temp,NA,3071,0,3226
snow_cover,NA,3071,0,3226
max_temp,NA,3072,1,3227
snow_cover,NA,3072,0,3227
max_temp,NA,3073,4.5,3228
snow_cover,NA,3073,0,3228
max_temp,NA,3074,9,3229
snow_cover,NA,3074,0,3229
max_temp,NA,3075,0,3230
snow_cover,NA,3075,0,3230
max_temp,NA,3076,-3,3231
snow_cover,NA,3076,0,3231
max_temp,NA,3077,-3.5,3232
snow_cover,NA,3077,0,3232
max_temp,NA,3078,2,3233
snow_cover,NA,3078,0,3233
max_temp,NA,3079,1,3234
snow_cover,NA,3079,0,3234
max_temp,NA,3080,-10,3235
snow_cover,NA,3080,1,3235
max_temp,NA,3081,-7,3236
snow_cover,NA,3081,1,3236
max_temp,NA,3082,-3.5,3237
snow_cover,NA,3082,1,3237
max_temp,NA,3083,3,3238
snow_cover,NA,3083,1,3238
max_temp,NA,3084,2.5,3239
snow_cover,NA,3084,1,3239
max_temp,NA,3085,-3,3240
snow_cover,NA,3085,1,3240
max_temp,NA,3086,-3,3241
snow_cover,NA,3086,0,3241
max_temp,NA,3087,-12,3242
snow_cover,NA,3087,1,3242
max_temp,NA,3088,-18,3243
snow_cover,NA,3088,9,3243
max_temp,NA,3089,-20,3244
snow_cover,NA,3089,10,3244
max_temp,NA,3090,-19.5,3245
snow_cover,NA,3090,9,3245
max_temp,NA,3091,-11.5,3246
snow_cover,NA,3091,7,3246
max_temp,NA,3092,-7.5,3247
snow_cover,NA,3092,7,3247
max_temp,NA,3093,-14.5,3248
snow_cover,NA,3093,7,3248
max_temp,NA,3094,-16,3249
snow_cover,NA,3094,7,3249
max_temp,NA,3095,-11,3250
snow_cover,NA,3095,7,3250
max_temp,NA,3096,-2,3251
snow_cover,NA,3096,7,3251
max_temp,NA,3097,-1,3252
snow_cover,NA,3097,7,3252
max_temp,NA,3098,-3,3253
snow_cover,NA,3098,6,3253
max_temp,NA,3099,-8.5,3254
snow_cover,NA,3099,6,3254
max_temp,NA,3100,-5,3255
snow_cover,NA,3100,6,3255
max_temp,NA,3101,-4,3256
snow_cover,NA,3101,6,3256
max_temp,NA,3102,-4.5,3257
snow_cover,NA,3102,6,3257
max_temp,NA,3103,-2,3258
snow_cover,NA,3103,6,3258
max_temp,NA,3104,-7.5,3259
snow_cover,NA,3104,6,3259
max_temp,NA,3105,-14.5,3260
snow_cover,NA,3105,6,3260
max_temp,NA,3106,-20,3261
snow_cover,NA,3106,8,3261
max_temp,NA,3107,0,3262
snow_cover,NA,3107,8,3262
max_temp,NA,3108,-3.5,3263
snow_cover,NA,3108,8,3263
max_temp,NA,3109,-5.5,3264
snow_cover,NA,3109,7,3264
max_temp,NA,3110,-6,3265
snow_cover,NA,3110,7,3265
max_temp,NA,3111,-2.5,3266
snow_cover,NA,3111,7,3266
max_temp,NA,3112,-3.5,3267
snow_cover,NA,3112,7,3267
max_temp,NA,3113,-3,3268
snow_cover,NA,3113,7,3268
max_temp,NA,3114,2,3269
snow_cover,NA,3114,7,3269
max_temp,NA,3115,-1,3270
snow_cover,NA,3115,6,3270
max_temp,NA,3116,-3,3271
snow_cover,NA,3116,6,3271
max_temp,NA,3117,-4,3272
snow_cover,NA,3117,6,3272
max_temp,NA,3118,-9,3273
snow_cover,NA,3118,6,3273
max_temp,NA,3119,-9,3274
snow_cover,NA,3119,6,3274
max_temp,NA,3120,-12,3275
snow_cover,NA,3120,8,3275
max_temp,NA,3121,-12,3276
snow_cover,NA,3121,11,3276
max_temp,NA,3122,-13,3277
snow_cover,NA,3122,11,3277
max_temp,NA,3123,-2,3278
snow_cover,NA,3123,12,3278
max_temp,NA,3124,-2,3279
snow_cover,NA,3124,10,3279
max_temp,NA,3125,-3.5,3280
snow_cover,NA,3125,10,3280
max_temp,NA,3126,-5,3281
snow_cover,NA,3126,10,3281
max_temp,NA,3127,-3.5,3282
snow_cover,NA,3127,11,3282
max_temp,NA,3128,-2,3283
snow_cover,NA,3128,15,3283
max_temp,NA,3129,1,3284
snow_cover,NA,3129,15,3284
max_temp,NA,3130,1,3285
snow_cover,NA,3130,15,3285
max_temp,NA,3131,-24.5,3286
snow_cover,NA,3131,9,3286
max_temp,NA,3132,-25,3287
snow_cover,NA,3132,9,3287
max_temp,NA,3133,-25.5,3288
snow_cover,NA,3133,10,3288
max_temp,NA,3134,-30,3289
snow_cover,NA,3134,10,3289
max_temp,NA,3135,-24,3290
snow_cover,NA,3135,10,3290
max_temp,NA,3136,-15,3291
snow_cover,NA,3136,10,3291
max_temp,NA,3137,-27,3292
snow_cover,NA,3137,13,3292
max_temp,NA,3138,-22,3293
snow_cover,NA,3138,17,3293
max_temp,NA,3139,-22,3294
snow_cover,NA,3139,20,3294
max_temp,NA,3140,-22,3295
snow_cover,NA,3140,22,3295
max_temp,NA,3141,-18,3296
snow_cover,NA,3141,22,3296
max_temp,NA,3142,-11,3297
snow_cover,NA,3142,22,3297
max_temp,NA,3143,4,3298
snow_cover,NA,3143,22,3298
max_temp,NA,3144,-17,3299
snow_cover,NA,3144,22,3299
max_temp,NA,3145,-25,3300
snow_cover,NA,3145,22,3300
max_temp,NA,3146,-16,3301
snow_cover,NA,3146,22,3301
max_temp,NA,3147,-15,3302
snow_cover,NA,3147,27,3302
max_temp,NA,3148,-25,3303
snow_cover,NA,3148,27,3303
max_temp,NA,3149,-24,3304
snow_cover,NA,3149,26,3304
max_temp,NA,3150,-27,3305
snow_cover,NA,3150,26,3305
max_temp,NA,3151,-28,3306
snow_cover,NA,3151,25,3306
max_temp,NA,3152,-25,3307
snow_cover,NA,3152,26,3307
max_temp,NA,3153,-26,3308
snow_cover,NA,3153,27,3308
max_temp,NA,3154,-4,3309
snow_cover,NA,3154,32,3309
max_temp,NA,3155,0,3310
snow_cover,NA,3155,31,3310
max_temp,NA,3156,-9,3311
snow_cover,NA,3156,30,3311
max_temp,NA,3157,-20,3312
snow_cover,NA,3157,29,3312
max_temp,NA,3158,-16,3313
snow_cover,NA,3158,23,3313
max_temp,NA,3159,-22,3314
snow_cover,NA,3159,34,3314
max_temp,NA,3160,-12,3315
snow_cover,NA,3160,35,3315
max_temp,NA,3161,-12,3316
snow_cover,NA,3161,35,3316
max_temp,NA,3162,-17,3317
snow_cover,NA,3162,36,3317
max_temp,NA,3163,-21,3318
snow_cover,NA,3163,35,3318
max_temp,NA,3164,-17,3319
snow_cover,NA,3164,35,3319
max_temp,NA,3165,-13,3320
snow_cover,NA,3165,35,3320
max_temp,NA,3166,-2,3321
snow_cover,NA,3166,34,3321
max_temp,NA,3167,-2,3322
snow_cover,NA,3167,34,3322
max_temp,NA,3168,-15,3323
snow_cover,NA,3168,32,3323
max_temp,NA,3169,-20,3324
snow_cover,NA,3169,32,3324
max_temp,NA,3170,-11,3325
snow_cover,NA,3170,32,3325
max_temp,NA,3171,-13,3326
snow_cover,NA,3171,36,3326
max_temp,NA,3172,-12,3327
snow_cover,NA,3172,35,3327
max_temp,NA,3173,-14,3328
snow_cover,NA,3173,35,3328
max_temp,NA,3174,-15,3329
snow_cover,NA,3174,35,3329
max_temp,NA,3175,-14,3330
snow_cover,NA,3175,37,3330
max_temp,NA,3176,-11,3331
snow_cover,NA,3176,36,3331
max_temp,NA,3177,-8,3332
snow_cover,NA,3177,35,3332
max_temp,NA,3178,3,3333
snow_cover,NA,3178,35,3333
max_temp,NA,3179,4,3334
snow_cover,NA,3179,33,3334
max_temp,NA,3180,10,3335
snow_cover,NA,3180,32,3335
max_temp,NA,3181,6,3336
snow_cover,NA,3181,31,3336
max_temp,NA,3182,-4,3337
snow_cover,NA,3182,31,3337
max_temp,NA,3183,-6,3338
snow_cover,NA,3183,32,3338
max_temp,NA,3184,-15,3339
snow_cover,NA,3184,32,3339
max_temp,NA,3185,-21,3340
snow_cover,NA,3185,34,3340
max_temp,NA,3186,-20,3341
snow_cover,NA,3186,34,3341
max_temp,NA,3187,-9,3342
snow_cover,NA,3187,33,3342
max_temp,NA,3188,-11,3343
snow_cover,NA,3188,37,3343
max_temp,NA,3189,-12.5,3344
snow_cover,NA,3189,39,3344
max_temp,NA,3190,-19,3345
snow_cover,NA,3190,40,3345
max_temp,NA,3191,-12,3346
snow_cover,NA,3191,47,3346
max_temp,NA,3192,-15,3347
snow_cover,NA,3192,50,3347
max_temp,NA,3193,-11,3348
snow_cover,NA,3193,47,3348
max_temp,NA,3194,-3,3349
snow_cover,NA,3194,46,3349
max_temp,NA,3195,-2,3350
snow_cover,NA,3195,46,3350
max_temp,NA,3196,-11,3351
snow_cover,NA,3196,47,3351
max_temp,NA,3197,-1,3352
snow_cover,NA,3197,47,3352
max_temp,NA,3198,-2,3353
snow_cover,NA,3198,46,3353
max_temp,NA,3199,4.5,3354
snow_cover,NA,3199,43,3354
max_temp,NA,3200,0.5,3355
snow_cover,NA,3200,42,3355
max_temp,NA,3201,-1,3356
snow_cover,NA,3201,59,3356
max_temp,NA,3202,4,3357
snow_cover,NA,3202,56,3357
max_temp,NA,3203,0,3358
snow_cover,NA,3203,54,3358
max_temp,NA,3204,1,3359
snow_cover,NA,3204,52,3359
max_temp,NA,3205,-4,3360
snow_cover,NA,3205,50,3360
max_temp,NA,3206,-5,3361
snow_cover,NA,3206,53,3361
max_temp,NA,3207,-3,3362
snow_cover,NA,3207,52,3362
max_temp,NA,3208,0,3363
snow_cover,NA,3208,50,3363
max_temp,NA,3209,0,3364
snow_cover,NA,3209,49,3364
max_temp,NA,3210,5,3365
snow_cover,NA,3210,47,3365
max_temp,NA,3211,5.5,3366
snow_cover,NA,3211,46,3366
max_temp,NA,3212,2.5,3367
snow_cover,NA,3212,45,3367
max_temp,NA,3213,2,3368
snow_cover,NA,3213,46,3368
max_temp,NA,3214,2,3369
snow_cover,NA,3214,44,3369
max_temp,NA,3215,2,3370
snow_cover,NA,3215,44,3370
max_temp,NA,3216,4,3371
snow_cover,NA,3216,44,3371
max_temp,NA,3217,3,3372
snow_cover,NA,3217,44,3372
max_temp,NA,3218,6,3373
snow_cover,NA,3218,45,3373
max_temp,NA,3219,-7,3374
snow_cover,NA,3219,43,3374
max_temp,NA,3220,-11,3375
snow_cover,NA,3220,43,3375
max_temp,NA,3221,-9,3376
snow_cover,NA,3221,56,3376
max_temp,NA,3222,-11,3377
snow_cover,NA,3222,55,3377
max_temp,NA,3223,-8,3378
snow_cover,NA,3223,54,3378
max_temp,NA,3224,-6,3379
snow_cover,NA,3224,52,3379
max_temp,NA,3225,-2,3380
snow_cover,NA,3225,52,3380
max_temp,NA,3226,-3,3381
snow_cover,NA,3226,51,3381
max_temp,NA,3227,-2,3382
snow_cover,NA,3227,51,3382
max_temp,NA,3228,5,3383
snow_cover,NA,3228,51,3383
max_temp,NA,3229,6,3384
snow_cover,NA,3229,51,3384
max_temp,NA,3230,11,3385
snow_cover,NA,3230,50,3385
max_temp,NA,3231,5.5,3386
snow_cover,NA,3231,46,3386
max_temp,NA,3232,5,3387
snow_cover,NA,3232,43,3387
max_temp,NA,3233,10,3388
snow_cover,NA,3233,42,3388
max_temp,NA,3234,7,3389
snow_cover,NA,3234,31,3389
max_temp,NA,3235,5,3390
snow_cover,NA,3235,62,3390
max_temp,NA,3236,10,3391
snow_cover,NA,3236,46,3391
max_temp,NA,3237,11,3392
snow_cover,NA,3237,41,3392
max_temp,NA,3238,5,3393
snow_cover,NA,3238,42,3393
max_temp,NA,3239,7,3394
snow_cover,NA,3239,42,3394
max_temp,NA,3240,11,3395
snow_cover,NA,3240,38,3395
max_temp,NA,3241,18,3396
snow_cover,NA,3241,35,3396
max_temp,NA,3242,18.5,3397
snow_cover,NA,3242,26,3397
max_temp,NA,3243,15,3398
snow_cover,NA,3243,24,3398
max_temp,NA,3244,8,3399
snow_cover,NA,3244,15,3399
max_temp,NA,3245,11.5,3400
snow_cover,NA,3245,10,3400
max_temp,NA,3246,16,3401
snow_cover,NA,3246,5,3401
max_temp,NA,3247,20,3402
snow_cover,NA,3247,0,3402
max_temp,NA,3248,17.5,3403
snow_cover,NA,3248,0,3403
max_temp,NA,3249,11,3404
snow_cover,NA,3249,0,3404
max_temp,NA,3250,14,3405
snow_cover,NA,3250,0,3405
max_temp,NA,3251,21,3406
snow_cover,NA,3251,0,3406
max_temp,NA,3252,21,3407
snow_cover,NA,3252,0,3407
max_temp,NA,3253,14,3408
snow_cover,NA,3253,0,3408
max_temp,NA,3254,5.5,3409
snow_cover,NA,3254,0,3409
max_temp,NA,3255,4,3410
snow_cover,NA,3255,1,3410
max_temp,NA,3256,5,3411
snow_cover,NA,3256,8,3411
max_temp,NA,3257,5,3412
snow_cover,NA,3257,0,3412
max_temp,NA,3258,10,3413
snow_cover,NA,3258,0,3413
max_temp,NA,3259,12,3414
snow_cover,NA,3259,0,3414
max_temp,NA,3260,15,3415
snow_cover,NA,3260,0,3415
max_temp,NA,3261,22,3416
snow_cover,NA,3261,0,3416
max_temp,NA,3262,18,3417
snow_cover,NA,3262,0,3417
max_temp,NA,3263,18,3418
snow_cover,NA,3263,0,3418
max_temp,NA,3264,22,3419
snow_cover,NA,3264,0,3419
max_temp,NA,3265,24,3420
snow_cover,NA,3265,0,3420
max_temp,NA,3266,17,3421
snow_cover,NA,3266,0,3421
max_temp,NA,3267,23,3422
snow_cover,NA,3267,0,3422
max_temp,NA,3268,21,3423
snow_cover,NA,3268,0,3423
max_temp,NA,3269,14,3424
snow_cover,NA,3269,0,3424
max_temp,NA,3270,20,3425
snow_cover,NA,3270,0,3425
max_temp,NA,3271,23,3426
snow_cover,NA,3271,0,3426
max_temp,NA,3272,25,3427
snow_cover,NA,3272,0,3427
max_temp,NA,3273,16.5,3428
snow_cover,NA,3273,0,3428
max_temp,NA,3274,25,3429
snow_cover,NA,3274,0,3429
max_temp,NA,3275,14,3430
snow_cover,NA,3275,0,3430
max_temp,NA,3276,13,3431
snow_cover,NA,3276,0,3431
max_temp,NA,3277,11,3432
snow_cover,NA,3277,0,3432
max_temp,NA,3278,14,3433
snow_cover,NA,3278,0,3433
max_temp,NA,3279,15,3434
snow_cover,NA,3279,0,3434
max_temp,NA,3280,21,3435
snow_cover,NA,3280,0,3435
max_temp,NA,3281,22.5,3436
snow_cover,NA,3281,0,3436
max_temp,NA,3282,20,3437
snow_cover,NA,3282,0,3437
max_temp,NA,3283,24,3438
snow_cover,NA,3283,0,3438
max_temp,NA,3284,23,3439
snow_cover,NA,3284,0,3439
max_temp,NA,3285,25,3440
snow_cover,NA,3285,0,3440
max_temp,NA,3286,9.5,3441
snow_cover,NA,3286,0,3441
max_temp,NA,3287,8,3442
snow_cover,NA,3287,0,3442
max_temp,NA,3288,15.5,3443
snow_cover,NA,3288,0,3443
max_temp,NA,3289,18,3444
snow_cover,NA,3289,0,3444
max_temp,NA,3290,19,3445
snow_cover,NA,3290,0,3445
max_temp,NA,3291,19.5,3446
snow_cover,NA,3291,0,3446
max_temp,NA,3292,26,3447
snow_cover,NA,3292,0,3447
max_temp,NA,3293,28.5,3448
snow_cover,NA,3293,0,3448
max_temp,NA,3294,30,3449
snow_cover,NA,3294,0,3449
max_temp,NA,3295,25.5,3450
snow_cover,NA,3295,0,3450
max_temp,NA,3296,24,3451
snow_cover,NA,3296,0,3451
max_temp,NA,3297,23,3452
snow_cover,NA,3297,0,3452
max_temp,NA,3298,23,3453
snow_cover,NA,3298,0,3453
max_temp,NA,3299,26.5,3454
snow_cover,NA,3299,0,3454
max_temp,NA,3300,27,3455
snow_cover,NA,3300,0,3455
max_temp,NA,3301,29.5,3456
snow_cover,NA,3301,0,3456
max_temp,NA,3302,31.5,3457
